a,b,c,alpha,phi1,PHI,phi2,GrainID
0.15782,0.11486,0.15782,90,195.8,133.52,142.8,1381
0.14013,0.084933,0.14013,60,0.83058,15.379,217.47,1382
0.45843,0.14683,0.45843,55.918,317.14,78.815,211.45,1383
3.28,1.765,3.28,13.578,10.616,98.032,228.35,1384
0.16501,0.069365,0.16501,150,263.57,62.332,345.12,1385
0.11776,0.10209,0.11776,60,204.61,63.848,131.37,1386
0.11776,0.10209,0.11776,60,208.77,51.881,27.43,1387
0.080789,0.080789,0.080789,180,171.8,90.97,312.43,1388
0.15782,0.11486,0.15782,150,114.07,95.637,79.36,1389
0.15751,0.15751,0.15751,91.657,37.203,176.63,222.28,1390
0.16068,0.13477,0.16068,60,302.15,66.265,210.24,1391
0.14013,0.084933,0.14013,60,166.56,38.817,232.52,1392
0.30643,0.12774,0.30643,174.83,269.56,7.6129,260.38,1393
0.080789,0.080789,0.080789,1.3767e-05,283.37,9.9146,158.58,1394
0.25157,0.1431,0.25157,115.84,254,76.467,336.32,1395
0.14013,0.084933,0.14013,120,87.878,100.9,53.971,1396
0.11776,0.10209,0.11776,60,311.35,69.635,209.4,1397
0.11776,0.10209,0.11776,60,4.7897,129.59,161.81,1398
0.15558,0.096246,0.15558,101.56,61.317,146.44,304.5,1399
0.16501,0.069365,0.16501,90,302.23,135.75,190.09,1400
0.16501,0.069365,0.16501,90,217.91,77.316,114.8,1401
0.16501,0.069365,0.16501,90,326.25,160.02,123.85,1402
0.14013,0.084933,0.14013,120,263.66,6.6694,156.54,1403
0.14835,0.12472,0.14835,150,340.24,105.87,202.34,1404
0.15782,0.11486,0.15782,90,357.69,116.22,182.44,1405
0.15751,0.15751,0.15751,90,41.899,151.21,313.21,1406
0.15782,0.11486,0.15782,90,205.63,55.615,132.29,1407
0.16068,0.13477,0.16068,60,358.81,91.571,65.567,1408
0.13768,0.10935,0.13768,120,293.28,92.924,299.91,1409
0.16501,0.069365,0.16501,30,249.93,40.563,184.45,1410
0.080789,0.080789,0.080789,180,356.05,122.89,182.45,1411
0.11776,0.10209,0.11776,60,208.85,70.586,273.9,1412
0.11776,0.10209,0.11776,60,69.432,18.479,197.54,1413
0.26462,0.16041,0.26462,120,281.93,102.81,147.62,1414
0.15558,0.096246,0.15558,41.564,137.24,101.97,58.642,1415
0.080789,0.080789,0.080789,90,283.16,13.198,72.296,1416
0.16501,0.069365,0.16501,90,226.6,55.633,20.597,1417
0.16501,0.069365,0.16501,90,142.77,106.72,241.98,1418
0.14835,0.12472,0.14835,150,205.14,82.766,308.45,1419
0.2265,0.12744,0.2265,60,251.81,80.577,147.36,1420
0.29194,0.21652,0.29194,27.089,258.39,41.811,90.308,1421
0.13768,0.10935,0.13768,180,285.64,18.465,209.23,1422
0.16068,0.13477,0.16068,120,315.21,42.36,246.39,1423
0.13768,0.10935,0.13768,60,126.91,126.8,95.969,1424
0.13768,0.10935,0.13768,60,337.82,62.296,115.96,1425
0.30643,0.12774,0.30643,65.169,320.86,124.99,327.76,1426
0.16501,0.069365,0.16501,90,2.2802,127.84,76.9,1427
0.16068,0.13477,0.16068,120,243.18,70.623,194.92,1428
0.16068,0.13477,0.16068,120,1.7794,129.13,75.766,1429
0.25469,0.16755,0.25469,1.057,124.14,113.94,61.425,1430
0.16501,0.069365,0.16501,90,289.91,125.02,155,1431
0.14013,0.084933,0.14013,8.6917e-10,309.38,123.34,277.46,1432
0.15558,0.096246,0.15558,18.436,30.999,147.01,252.71,1433
0.13768,0.10935,0.13768,60,125.06,138.21,92.564,1434
0.14013,0.084933,0.14013,3.9921e-09,319.13,34.109,135.1,1435
0.11776,0.10209,0.11776,120,253.47,77.7,335.74,1436
0.16501,0.069365,0.16501,90,104.99,52.099,113.68,1437
0.51986,0.21735,0.51986,104.34,27.914,107.17,220.14,1438
0.13768,0.10935,0.13768,60,354.58,36.991,142.82,1439
0.31936,0.16524,0.31936,62.276,182.85,73.047,310.74,1440
0.16068,0.13477,0.16068,120,175.54,54.712,208.71,1441
0.14835,0.12472,0.14835,30,196.78,124.01,258.08,1442
0.11776,0.10209,0.11776,60,358.78,127.26,155.38,1443
0.13768,0.10935,0.13768,60,359.45,91.909,64.105,1444
0.15782,0.11486,0.15782,30,148.96,62.553,308.21,1445
0.11776,0.10209,0.11776,120,23.212,116.04,130.74,1446
0.26155,0.15056,0.26155,11.066,349.67,34.444,114.3,1447
0.14835,0.12472,0.14835,30,278.65,102.94,209.84,1448
0.14013,0.084933,0.14013,60,215.4,125.54,156.65,1449
0.15558,0.096246,0.15558,18.436,253.01,78.688,335.42,1450
0.15558,0.096246,0.15558,78.436,2.9998,107.87,139.48,1451
0.30382,0.1737,0.30382,55.366,248.65,31.657,173.44,1452
0.11776,0.10209,0.11776,60,313.96,86.01,210.39,1453
0.41949,0.26015,0.41949,45.783,216.71,30.627,76.831,1454
0.15782,0.11486,0.15782,150,166.74,38.656,234.81,1455
0.11776,0.10209,0.11776,60,273.81,48.414,145.95,1456
0.3207,0.15405,0.3207,7.2322e-11,136.87,103.94,238.84,1457
0.11776,0.10209,0.11776,60,80.421,145.72,112.91,1458
0.13768,0.10935,0.13768,120,139.78,74.27,311.78,1459
0.16068,0.13477,0.16068,60,166.29,74.538,323.82,1460
0.23648,0.15109,0.23648,141.25,88.247,66.265,115.31,1461
0.16501,0.069365,0.16501,90,221.77,121.19,97.012,1462
0.14835,0.12472,0.14835,150,61.803,83.595,38.361,1463
0.15751,0.15751,0.15751,90.021,282.68,141.26,201.74,1464
0.15782,0.11486,0.15782,30,201.31,52.118,114.71,1465
0.14835,0.12472,0.14835,90,303.54,64.598,205.3,1466
0.16068,0.13477,0.16068,1.6199e-11,1.8464,106.65,139.51,1467
0.13768,0.10935,0.13768,60,316.17,81.393,212.21,1468
0.13768,0.10935,0.13768,60,121.62,90.672,56.695,1469
0.30512,0.16051,0.30512,51.199,259.77,73.287,346.18,1470
0.13768,0.10935,0.13768,180,37.043,120.84,112.18,1471
0.080789,0.080789,0.080789,89.984,358.9,37.369,211.64,1472
0.11776,0.10209,0.11776,120,98.272,42.06,8.2378,1473
0.11776,0.10209,0.11776,120,5.5185,114.46,172.9,1474
0.080789,0.080789,0.080789,82.749,279.74,64.869,343.77,1475
0.26092,0.14875,0.26092,4.655,97.427,113.65,285.1,1476
0.31997,0.17479,0.31997,120,330.8,127.6,254.34,1477
0.15782,0.11486,0.15782,150,273.58,62.319,138.68,1478
0.15558,0.096246,0.15558,101.56,47.713,121.49,228.5,1479
0.28526,0.23489,0.28526,22.178,174.75,143.03,127.61,1480
0.15782,0.11486,0.15782,90,103.34,51.942,112.02,1481
0.16068,0.13477,0.16068,60,174.03,143.63,127.46,1482
0.16068,0.13477,0.16068,60,27.284,106.84,219.43,1483
0.14835,0.12472,0.14835,30,88.223,156.12,331.35,1484
0.16068,0.13477,0.16068,60,287.24,54.011,326.8,1485
0.15558,0.096246,0.15558,78.436,286.59,53.603,327.4,1486
0.63931,0.19279,0.63931,104.77,318.11,48.223,234.87,1487
0.15558,0.096246,0.15558,101.56,282.11,145.42,240.81,1488
1.5479,1.0358,1.5479,77.208,92.808,132.37,32.294,1489
0.16501,0.069365,0.16501,90,129.49,163.47,136.08,1490
0.16501,0.069365,0.16501,90,139.25,62.76,10.872,1491
0.16068,0.13477,0.16068,60,172.5,84.793,77.367,1492
0.15751,0.15751,0.15751,90.21,253.49,63.561,120.7,1493
0.15782,0.11486,0.15782,90,169.84,150.67,289.73,1494
0.15558,0.096246,0.15558,101.56,176.11,70.35,337.19,1495
0.15782,0.11486,0.15782,90,169.2,144.16,66.39,1496
0.15782,0.11486,0.15782,90,30.283,53.859,71.524,1497
0.15558,0.096246,0.15558,101.56,210.21,33.307,199.75,1498
0.14835,0.12472,0.14835,30,51.917,70.454,88.642,1499
0.11776,0.10209,0.11776,120,2.3925,122.33,170.75,1500
0.080789,0.080789,0.080789,2.5613e-06,64.887,27.63,120.13,1501
0.14835,0.12472,0.14835,150,123.45,110.15,249.19,1502
0.16068,0.13477,0.16068,120,92.682,150.16,153.59,1503
0.15558,0.096246,0.15558,161.56,80.194,46.377,87.97,1504
0.14835,0.12472,0.14835,150,232.87,68.163,329.35,1505
0.14835,0.12472,0.14835,90,85.061,102.9,52.628,1506
9.2324,5.7172,9.2324,67.798,19.594,97.507,165.49,1507
0.30744,0.14854,0.30744,53.835,219.02,31.335,74.567,1508
0.15782,0.11486,0.15782,90,205.92,135.5,138.4,1509
0.15558,0.096246,0.15558,138.44,248.23,85.55,154.26,1510
0.16068,0.13477,0.16068,120,222.71,161.7,301.91,1511
0.11776,0.10209,0.11776,120,315.27,43.299,107.51,1512
0.080789,0.080789,0.080789,10.881,65.882,154.26,3.1786,1513
0.15782,0.11486,0.15782,90,92.756,54.034,80.781,1514
0.16422,0.11267,0.16422,60,13.498,96.803,146.98,1515
0.15782,0.11486,0.15782,90,168.95,150.54,288.44,1516
6.0424,3.7425,6.0424,49.489,54.843,64.558,94.557,1517
0.40242,0.21166,0.40242,62.439,317.27,78.646,211.85,1518
0.26263,0.16249,0.26263,44.495,65.151,56.945,200.74,1519
0.14835,0.12472,0.14835,150,119.58,172.08,244.41,1520
0.13768,0.10935,0.13768,180,306.58,131.49,47.757,1521
0.15558,0.096246,0.15558,101.56,305.76,48.386,206.64,1522
0.15782,0.11486,0.15782,30,31.051,131.23,169.63,1523
0.13768,0.10935,0.13768,6.5023e-10,208.29,104.79,311.91,1524
0.11776,0.10209,0.11776,5.6159e-09,27.842,107.54,220.16,1525
0.14013,0.084933,0.14013,120,286.31,52.269,337.84,1526
0.15558,0.096246,0.15558,78.436,24.586,173.91,31.07,1527
0.52182,0.21507,0.52182,75.59,120.87,57.622,302.41,1528
0.15558,0.096246,0.15558,101.56,325.82,98.693,190.14,1529
0.37741,0.20444,0.37741,146.79,22.191,114.39,132.3,1530
0.080789,0.080789,0.080789,90.047,223.63,162.01,304.17,1531
0.11776,0.10209,0.11776,120,160.84,113.41,272.32,1532
0.080789,0.080789,0.080789,90,255.05,34.111,137.38,1533
1.7575,1.1665,1.7575,97.313,69.475,15.641,55.876,1534
0.43993,0.16772,0.43993,124.99,253.39,76.731,330.27,1535
0.15558,0.096246,0.15558,138.44,302.31,69.586,292.56,1536
0.13768,0.10935,0.13768,120,206.64,147.56,311.33,1537
0.15782,0.11486,0.15782,30,353.68,37.752,143.63,1538
0.15558,0.096246,0.15558,78.436,322.27,155.94,152.87,1539
0.16501,0.069365,0.16501,90,13.123,140.57,192.09,1540
0.16068,0.13477,0.16068,60,164.53,48.427,119.8,1541
0.15782,0.11486,0.15782,90,2.593,120.4,173.28,1542
0.16501,0.069365,0.16501,90,176.1,140.09,288.14,1543
0.46003,0.31719,0.46003,180,3.0396,36.819,110.51,1544
0.27571,0.16717,0.27571,117.19,177.85,138.21,292.12,1545
0.14835,0.12472,0.14835,150,37.16,124.28,115.27,1546
0.14835,0.12472,0.14835,30,259.58,133.48,181.46,1547
0.16501,0.069365,0.16501,30,106.28,130.28,251.51,1548
0.15782,0.11486,0.15782,150,182.12,53.41,197.84,1549
0.16422,0.11267,0.16422,60,114.07,86.108,60.956,1550
0.16501,0.069365,0.16501,90,333.39,157.71,251.21,1551
0.41536,0.15291,0.41536,28.02,345.3,102.87,162.01,1552
0.11776,0.10209,0.11776,1.2149e-07,217.77,161.26,336.62,1553
0.13768,0.10935,0.13768,60,216.68,117.71,88.691,1554
0.41616,0.18489,0.41616,92.183,240.01,25.909,27.847,1555
0.16396,0.1235,0.16396,30.65,274.17,125.01,231.14,1556
0.15751,0.15751,0.15751,0,159.54,62.807,327.86,1557
0.11776,0.10209,0.11776,180,48.128,121.39,228.16,1558
0.14013,0.084933,0.14013,60,282.63,118.5,211.35,1559
0.15558,0.096246,0.15558,101.56,75.268,172.23,311.19,1560
0.13768,0.10935,0.13768,180,320.42,58.896,129.92,1561
0.16068,0.13477,0.16068,120,183.64,74.27,22.093,1562
0.16068,0.13477,0.16068,60,150.1,126.76,250.42,1563
0.11776,0.10209,0.11776,60,0.53379,138.79,4.5509,1564
0.14013,0.084933,0.14013,60,48.722,121.7,228.58,1565
2.7844,1.2591,2.7844,75.062,337.88,112.65,238.56,1566
0.15558,0.096246,0.15558,101.56,182.29,63.837,18.599,1567
7.2132,2.7533,7.2132,85.748,65.355,116.94,227.51,1568
0.26956,0.14422,0.26956,78.381,80.795,17.238,40.901,1569
0.16501,0.069365,0.16501,90,355.54,173.36,207.09,1570
0.14013,0.084933,0.14013,60,191.97,131.76,113.6,1571
0.14013,0.084933,0.14013,60,45.75,59.741,87.689,1572
0.16501,0.069365,0.16501,90,102.22,76.46,63.859,1573
0.13768,0.10935,0.13768,60,90.451,133.52,264.01,1574
0.080789,0.080789,0.080789,131.85,4.0586,77.151,97.516,1575
0.080789,0.080789,0.080789,142.66,262.36,81.576,345.81,1576
0.16501,0.069365,0.16501,30,319.73,132.5,220.55,1577
0.36652,0.16504,0.36652,145.03,261.15,82.68,202.88,1578
0.14835,0.12472,0.14835,150,111.18,146.05,265.56,1579
0.16501,0.069365,0.16501,150,270.7,78.97,226.79,1580
4.0931,2.3221,4.0931,97.235,281.5,58.449,175.02,1581
0.16422,0.11267,0.16422,120,165.51,76.222,287.72,1582
0.30305,0.14028,0.30305,56.453,346.37,107.56,124.77,1583
0.4626,0.29095,0.4626,179.74,87.97,65.456,205.85,1584
6.1998,5.5955,6.1998,52.042,293.6,41.222,135.76,1585
0.14835,0.12472,0.14835,150,35.584,151.31,240.32,1586
0.16501,0.069365,0.16501,90,333.92,116.23,104.66,1587
0.14835,0.12472,0.14835,90,119.75,62.808,77.259,1588
0.15558,0.096246,0.15558,78.436,127.47,37.151,134.05,1589
0.16501,0.069365,0.16501,90,213.55,42.819,146.72,1590
0.16501,0.069365,0.16501,90,279.74,51.248,340.25,1591
0.080789,0.080789,0.080789,90.194,3.5974,77.132,98.064,1592
0.14013,0.084933,0.14013,60,316.51,141.68,258.49,1593
0.38132,0.23913,0.38132,90.53,347.89,144.11,233.85,1594
0.14013,0.084933,0.14013,60,189.65,67.19,155.95,1595
0.15558,0.096246,0.15558,78.436,196.73,87.855,132.43,1596
0.15782,0.11486,0.15782,150,255.15,75.262,334.09,1597
0.41739,0.23534,0.41739,147.99,104.23,37.676,194.2,1598
0.16068,0.13477,0.16068,120,62.526,28.801,122.93,1599
0.31982,0.14461,0.31982,178.01,236.52,135.24,116.03,1600
0.11776,0.10209,0.11776,120,251.06,82.771,147.45,1601
0.15558,0.096246,0.15558,78.436,124.09,74.086,59.914,1602
0.75952,0.19457,0.75952,70.941,215.59,138.61,318.35,1603
0.16501,0.069365,0.16501,150,182.37,51.7,196.2,1604
0.080789,0.080789,0.080789,47.805,170.2,145.26,128.43,1605
0.080789,0.080789,0.080789,90.224,114.78,50.043,60.837,1606
0.16501,0.069365,0.16501,30,334.96,154.47,73.117,1607
0.080789,0.080789,0.080789,154.32,239.9,26.401,159.46,1608
0.13768,0.10935,0.13768,180,231.19,34.006,63.886,1609
0.15782,0.11486,0.15782,90,240.17,133.85,325.77,1610
0.13768,0.10935,0.13768,60,203.25,53.83,113.79,1611
0.16422,0.11267,0.16422,60,310.37,131.27,48.635,1612
0.14835,0.12472,0.14835,30,161.9,32.49,147.21,1613
0.11776,0.10209,0.11776,180,63.501,29.262,122.4,1614
0.28545,0.16052,0.28545,115.06,249.57,77.076,145.26,1615
0.11776,0.10209,0.11776,60,321.14,58.579,203.94,1616
0.080789,0.080789,0.080789,165.64,252.4,81.776,147.35,1617
0.16501,0.069365,0.16501,30,358.93,114.89,197.15,1618
0.14013,0.084933,0.14013,120,206.48,29.839,267.34,1619
0.080789,0.080789,0.080789,132.13,131.29,60.066,294.56,1620
0.080789,0.080789,0.080789,6.9903e-05,340.76,74.49,190.7,1621
0.15558,0.096246,0.15558,18.436,252.49,61.372,158.21,1622
0.14013,0.084933,0.14013,60,286.03,90.251,333.33,1623
0.13768,0.10935,0.13768,120,150.02,126.21,279.32,1624
0.15558,0.096246,0.15558,101.56,204.63,98.33,122.45,1625
0.15558,0.096246,0.15558,101.56,177.95,139.87,80.783,1626
0.16501,0.069365,0.16501,90,234.68,137.11,305.53,1627
3.9857,2.2358,3.9857,62.549,260.17,162.85,42.443,1628
0.16068,0.13477,0.16068,120,329.21,144.11,43.608,1629
0.15558,0.096246,0.15558,138.44,180.12,122.06,88.879,1630
0.30133,0.14302,0.30133,178.56,252.44,76.807,329.09,1631
0.31936,0.16524,0.31936,2.2756,146.19,76.992,80.389,1632
0.16068,0.13477,0.16068,180,310.34,83.753,204.18,1633
0.13768,0.10935,0.13768,60,122.62,50.017,287.09,1634
0.13768,0.10935,0.13768,120,52.714,61.145,231.57,1635
0.15782,0.11486,0.15782,90,224.54,104.61,184.13,1636
0.11776,0.10209,0.11776,60,21.843,105.57,217.54,1637
0.12389,0.12389,0.12389,29.696,279.19,50.792,340.81,1638
0.41355,0.1867,0.41355,177.44,126.45,63.536,293.15,1639
0.15558,0.096246,0.15558,161.56,279.28,50.576,340.6,1640
0.16501,0.069365,0.16501,30,118.37,122.83,235.04,1641
0.59515,0.27884,0.59515,100.61,354.27,68.509,174.73,1642
0.080789,0.080789,0.080789,2.4582,355.04,71.001,87.083,1643
3.6782,1.3958,3.6782,108.15,63.392,153.7,179.15,1644
0.15782,0.11486,0.15782,90,213.85,50.369,32.735,1645
0.080789,0.080789,0.080789,4.3328,330.46,111.16,182.22,1646
0.080789,0.080789,0.080789,89.987,18.884,51.12,102.53,1647
0.080789,0.080789,0.080789,89.916,91.054,151.31,162.11,1648
0.11776,0.10209,0.11776,60,10.51,130.77,186.94,1649
0.11776,0.10209,0.11776,5.168e-08,264.77,121.92,329,1650
0.27558,0.17869,0.27558,120,90.215,72.916,71.486,1651
0.16068,0.13477,0.16068,120,248.99,77.315,144.89,1652
0.080789,0.080789,0.080789,18.538,53.558,172.84,55.469,1653
0.15751,0.15751,0.15751,90,278.54,101.31,118.93,1654
0.16068,0.13477,0.16068,120,229.06,53.418,159.18,1655
0.15751,0.15751,0.15751,142,125.4,122.02,63.683,1656
0.16068,0.13477,0.16068,60,215.2,97.982,345.55,1657
0.15751,0.15751,0.15751,90,229.03,148.43,292.71,1658
0.15751,0.15751,0.15751,120.4,200.84,170.43,315.32,1659
0.16422,0.11267,0.16422,60,169.96,145.49,128.27,1660
0.14013,0.084933,0.14013,120,356.42,104.76,138.99,1661
0.15558,0.096246,0.15558,101.56,356.64,104.34,138.69,1662
0.15782,0.11486,0.15782,90,241.33,4.5569,112.05,1663
0.16068,0.13477,0.16068,180,330.93,53.481,101.57,1664
0.080789,0.080789,0.080789,0.00019317,255.87,32.141,141.29,1665
0.16501,0.069365,0.16501,90,212.75,50.86,191.95,1666
0.16501,0.069365,0.16501,90,257.52,18.17,57.568,1667
0.080789,0.080789,0.080789,174.19,309.43,121.44,214.4,1668
0.15558,0.096246,0.15558,101.56,221.19,164.45,341.35,1669
0.15558,0.096246,0.15558,101.56,145.72,76.641,81.332,1670
0.15558,0.096246,0.15558,101.56,196.25,14.444,272.29,1671
0.16068,0.13477,0.16068,60,24.978,103.55,182.15,1672
0.16068,0.13477,0.16068,60,32.534,110.57,220.4,1673
0.15782,0.11486,0.15782,90,7.1096,99.358,87.689,1674
0.14013,0.084933,0.14013,1.0543e-09,51.714,77.101,172.28,1675
0.77503,0.24961,0.77503,101.45,100.16,53.535,199.11,1676
0.15558,0.096246,0.15558,101.56,214.02,144.77,327.44,1677
0.11776,0.10209,0.11776,60,198.57,71.703,147.32,1678
0.15751,0.15751,0.15751,39.737,61.124,54.561,253.85,1679
0.15751,0.15751,0.15751,180,282.75,123.3,289.11,1680
0.15751,0.15751,0.15751,24.402,43.771,69.878,162.64,1681
0.2265,0.12744,0.2265,120,323.39,157.8,13.832,1682
0.12389,0.12389,0.12389,16.384,122.08,124.04,252.86,1683
0.15558,0.096246,0.15558,78.436,140.81,50.028,104.96,1684
0.15558,0.096246,0.15558,101.56,356.47,128.2,196.88,1685
3.7313,1.2891,3.7313,103.58,330.7,79.261,90.98,1686
0.14835,0.12472,0.14835,90,352.88,120.99,192.5,1687
0.16068,0.13477,0.16068,120,168.31,108.97,273.14,1688
0.080789,0.080789,0.080789,90,123.99,57.139,131.33,1689
0.11776,0.10209,0.11776,60,183.13,140.25,130.77,1690
0.26263,0.16249,0.26263,15.505,5.4805,110.76,140.22,1691
0.15558,0.096246,0.15558,18.436,112.98,24.854,88.418,1692
0.080789,0.080789,0.080789,90,23.72,164.94,20.246,1693
0.15751,0.15751,0.15751,1.5093e-07,333.87,49.849,100.92,1694
0.15751,0.15751,0.15751,179.79,281.82,104.98,129.3,1695
0.16068,0.13477,0.16068,60,39.978,83.295,245.75,1696
0.15782,0.11486,0.15782,30,151.11,95.563,291.16,1697
0.080789,0.080789,0.080789,10.303,333.1,74.314,116.11,1698
2.2708,1.2306,2.2708,75.745,121.2,57.106,120.95,1699
0.37545,0.22633,0.37545,40.121,34.096,123.19,106.86,1700
0.16501,0.069365,0.16501,90,207.67,149.88,103.85,1701
0.16501,0.069365,0.16501,90,83.553,76.724,215.74,1702
0.15782,0.11486,0.15782,90,342.85,153.94,206.87,1703
0.15782,0.11486,0.15782,90,37.483,93.834,48.489,1704
0.11776,0.10209,0.11776,120,33.039,48.258,195.76,1705
0.31259,0.26998,0.31259,107.7,355.67,71.038,86.911,1706
0.11776,0.10209,0.11776,120,355.21,70.921,177.64,1707
0.31997,0.17479,0.31997,60,41.059,37.327,74.088,1708
0.16068,0.13477,0.16068,180,17.815,119.03,196.51,1709
0.13768,0.10935,0.13768,60,149.78,58.967,344.07,1710
0.13768,0.10935,0.13768,120,178.62,31.599,128.47,1711
0.16501,0.069365,0.16501,30,301.02,16.096,68.962,1712
0.14013,0.084933,0.14013,120,345.89,161.26,260.49,1713
0.14835,0.12472,0.14835,90,356.12,70.676,87.235,1714
0.16068,0.13477,0.16068,60,210.05,27.915,239.53,1715
0.15751,0.15751,0.15751,3.3394e-07,246.53,120.18,135.23,1716
0.16068,0.13477,0.16068,120,31.602,144.12,67.62,1717
0.16068,0.13477,0.16068,120,258.48,84.794,140.93,1718
0.15751,0.15751,0.15751,0.18449,340.53,135.97,16.754,1719
0.11776,0.10209,0.11776,180,38.314,83.891,246.3,1720
0.15558,0.096246,0.15558,161.56,143.62,109.24,95.418,1721
0.16068,0.13477,0.16068,3.8189e-10,43.553,73.332,241.58,1722
0.15782,0.11486,0.15782,90,8.9838,112.02,202.01,1723
0.11776,0.10209,0.11776,60,11.65,106.71,158.51,1724
2.2797,0.69683,2.2797,71.52,84.071,97.236,264.4,1725
0.16501,0.069365,0.16501,90,82.739,18.411,46.407,1726
0.74814,0.54397,0.74814,37.471,1.5698,37.06,111.68,1727
0.13768,0.10935,0.13768,1.034e-09,228.43,121.41,300.3,1728
0.14835,0.12472,0.14835,90,47.077,62.55,85.147,1729
0.60455,0.49092,0.60455,42.373,54.635,117.55,40.388,1730
0.15558,0.096246,0.15558,78.436,28.003,151.79,2.4303,1731
0.080789,0.080789,0.080789,6.9583e-05,177.51,83.064,117.12,1732
0.14013,0.084933,0.14013,180,346.29,161.63,260.42,1733
0.30016,0.11796,0.30016,108.81,346.25,161.04,260.68,1734
0.16501,0.069365,0.16501,90,85.207,92.802,250.65,1735
0.15782,0.11486,0.15782,90,148.15,57.325,342.52,1736
0.30382,0.1737,0.30382,115.37,3.3422,122.77,108.01,1737
0.15782,0.11486,0.15782,90,182.29,53.808,24.534,1738
0.11776,0.10209,0.11776,60,339.97,114.03,213.27,1739
0.15782,0.11486,0.15782,30,258.98,106.78,140.06,1740
0.11776,0.10209,0.11776,60,221.5,88.243,351.64,1741
0.16068,0.13477,0.16068,60,282.06,141.29,355.1,1742
0.15558,0.096246,0.15558,101.56,38.067,103.57,166.49,1743
0.16501,0.069365,0.16501,90,38.258,104.49,166.03,1744
0.15558,0.096246,0.15558,78.436,314.14,41.062,346.94,1745
0.11776,0.10209,0.11776,60,256.38,74.353,334.09,1746
0.11776,0.10209,0.11776,60,105.37,40.061,195.44,1747
0.15558,0.096246,0.15558,18.436,184,45.745,18.08,1748
0.16501,0.069365,0.16501,150,179.12,31.749,128.25,1749
0.14013,0.084933,0.14013,120,282.26,141.12,354.93,1750
0.16422,0.11267,0.16422,60,203.46,92.866,100.74,1751
0.11776,0.10209,0.11776,60,295.15,89.198,122.88,1752
0.30354,0.13986,0.30354,127.39,91.082,78.899,49.635,1753
0.16501,0.069365,0.16501,90,265.15,160.27,226.66,1754
3.1322,0.69045,3.1322,86.691,257.11,58.89,210.72,1755
0.080789,0.080789,0.080789,90,125.14,127.87,102.68,1756
0.11776,0.10209,0.11776,60,313.02,77.881,137.7,1757
0.16068,0.13477,0.16068,1.978e-11,173.8,131.26,267.05,1758
0.15558,0.096246,0.15558,78.436,134.9,92.804,240.21,1759
0.080789,0.080789,0.080789,90,352.13,148.15,199.83,1760
0.15558,0.096246,0.15558,161.56,222.23,74.017,170.22,1761
0.080789,0.080789,0.080789,90,75.324,50.512,215.15,1762
0.14013,0.084933,0.14013,60,345.73,161.39,259.97,1763
2.9945,1.8242,2.9945,60.39,306.99,72.235,101.9,1764
0.56443,0.23788,0.56443,114.33,346.3,161.38,260.94,1765
0.12389,0.12389,0.12389,0.14799,74.974,131.56,257.37,1766
0.080789,0.080789,0.080789,90.003,228.17,114.08,301.43,1767
6.9109,3.4639,6.9109,10.587,32.313,46.821,112.22,1768
0.15782,0.11486,0.15782,30,53.427,99.377,41.122,1769
0.15558,0.096246,0.15558,101.56,29.099,157.12,92.742,1770
0.15751,0.15751,0.15751,180,205.59,73.481,179.11,1771
0.14835,0.12472,0.14835,30,275,105.59,177.76,1772
0.16068,0.13477,0.16068,4.5189e-11,151.84,54.542,335.3,1773
0.080789,0.080789,0.080789,90.269,50.578,76.083,171.77,1774
0.16068,0.13477,0.16068,180,223.11,87.607,176.52,1775
